id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8586028-B2,Synthetic herpes simplex viruses type-1 for treatment of cancers ,Board Of Supervisors Of Lousiana State University And Agricultural And Mechanical College,Konstantin G. Kousoulas,5/9/2007,5/9/2008,11/19/2013,11/19/2013,https://patents.google.com/patent/US8586028B2/en,https://patentimages.storage.googleapis.com/22/e8/43/31c54e392fbf94/US08586028-20131119-D00001.png
US-6896881-B1,Therapeutic methods and compositions using viruses of the recombinant paramyxoviridae family ,Mayo Foundation For Medical Education And Research,"Stephen James Russell, Kah-Whye Peng",9/24/1999,9/22/2000,5/24/2005,5/24/2005,https://patents.google.com/patent/US6896881B1/en,https://patentimages.storage.googleapis.com/14/c8/46/65a478fae1cd27/US06896881-20050524-D00001.png
US-8859256-B2,Method for detecting replication or colonization of a biological therapeutic ,Genelux Corporation,"Aladar A. Szalay, Jochen Stritzker, Michael Hess",10/5/2011,10/5/2012,10/14/2014,10/14/2014,https://patents.google.com/patent/US8859256B2/en,https://patentimages.storage.googleapis.com/ec/f4/af/8bf053dfc76773/US08859256-20141014-D00001.png
US-8329164-B2,Methods and compositions concerning poxviruses and cancer ,"Jennerex, Inc.","David Kirn, Steve H. Thorne",8/12/2002,8/14/2007,12/11/2012,12/11/2012,https://patents.google.com/patent/US8329164B2/en,https://patentimages.storage.googleapis.com/fc/66/b4/604d99f7d3d2c7/US08329164-20121211-D00001.png
US-7235391-B2,Formulation of adenovirus for gene therapy ,"Introgen Therapeutics, Inc.","Zheng Wu, Shuyuan Zhang",11/16/1998,8/28/2001,6/26/2007,6/26/2007,https://patents.google.com/patent/US7235391B2/en,https://patentimages.storage.googleapis.com/US7235391B2/US07235391-20070626-D00001.png
US-10066214-B2,Compositions and methods for enhancing virus replication ,Turnstone Limited Partnership,"Carolina Solange ILKOW, Fabrice Le Boeuf, John Cameron Bell, Jean-Simon Diallo, Rozanne ARULANANDAM",6/14/2013,6/16/2014,9/4/2018,9/4/2018,https://patents.google.com/patent/US10066214B2/en,https://patentimages.storage.googleapis.com/6e/ad/61/9ddf532da1bc6a/US10066214-20180904-D00001.png
US-9333225-B2,Oncolytic virotherapy for the therapy of ewing'S sarcoma ,Deutsches Krebsforschungzentrum,"Zoltan Kis, Jeaninne Lacroix, Barbara Leuchs, Monika Frank-Stohr, Jorg Schlehofer, Jean Rommelaere",6/15/2011,12/13/2013,5/10/2016,5/10/2016,https://patents.google.com/patent/US9333225B2/en,https://patentimages.storage.googleapis.com/a9/8d/f8/4eac5976abfb88/US09333225-20160510-D00001.png
US-9957302-B2,Treating cancer with viral nucleic acid ,Mayo Foundation For Medical Education And Research,"Stephen James Russell, Elizabeth J. Kelly, Elizabeth M. Hadac",2/20/2007,7/6/2015,5/1/2018,5/1/2018,https://patents.google.com/patent/US9957302B2/en,https://patentimages.storage.googleapis.com/81/5d/0e/b7088aee93c847/US09957302-20180501-D00001.png
US-10344067-B2,RNA viruses expressing IL-12 for immunovirotherapy ,"Deutsches Krebsforschungszentrum, Ruprecht-Karls Universitaet","Guy UNGERECHTS, Christine Engeland, Ruta VEINALDE",2/25/2016,2/24/2017,7/9/2019,7/9/2019,https://patents.google.com/patent/US10344067B2/en,https://patentimages.storage.googleapis.com/ec/47/b2/fc24da547bbc9b/US10344067-20190709-D00001.png
US-7030099-B2,Tumor specific promoters of the midkine gene that allow for selective expression in P53-inactivated cells ,"Research Corporation Technologies, Inc.",Masatoshi Tagawa,7/21/2000,7/18/2001,4/18/2006,4/18/2006,https://patents.google.com/patent/US7030099B2/en,https://patentimages.storage.googleapis.com/US7030099B2/US07030099-20060418-D00001.png
US-7361354-B1,Methods for treating malignancies expressing ICAM-1 using coxsackie a group viruses ,Viralytics Limited,Darren R. Shafren,11/25/1999,11/27/2000,4/22/2008,4/22/2008,https://patents.google.com/patent/US7361354B1/en,https://patentimages.storage.googleapis.com/US7361354B1/US07361354-20080422-D00001.png
US-6316185-B1,Quantitation of viruses by light scattering ,"Mountain View Pharmaceuticals, Inc.","Mark G. P. Saifer, L. David Williams",9/29/1999,9/29/1999,11/13/2001,11/13/2001,https://patents.google.com/patent/US6316185B1/en,https://patentimages.storage.googleapis.com/e5/57/a0/f84f4ba5327c20/US6316185-drawings-page-2.png
US-7270812-B2,Pharmaceutical composition for treatment of cancers ,"Yuji Shino, Kouta Sunouchi, Takehide Asano, Hiroshi Shirasawa","Yuji Shino, Kouta Sunouchi, Takehide Asano, Hiroshi Shirasawa",8/8/2003,8/5/2004,9/18/2007,9/18/2007,https://patents.google.com/patent/US7270812B2/en,https://patentimages.storage.googleapis.com/b0/38/60/44b2db7ecb9ee8/US07270812-20070918-D00001.png
US-10238734-B2,Compositions and methods for self-adjuvanting vaccines against microbes and tumors ,The Regents Of The University Of California,"Richard Syd Kornbluth, Geoffrey William Stone",3/23/2010,3/22/2011,3/26/2019,3/26/2019,https://patents.google.com/patent/US10238734B2/en,https://patentimages.storage.googleapis.com/06/e1/1a/b0cef34eddead5/US10238734-20190326-D00001.png
US-7198783-B2,Sensitization of neoplastic cells to radiation therapy with reovirus ,Oncolytics Biotech Inc.,"Donald Morris, Matthew C. Coffey, Bradley G. Thompson, Douglas Ball",5/10/2002,5/8/2003,4/3/2007,4/3/2007,https://patents.google.com/patent/US7198783B2/en,
US-9352006-B2,Methods and compositions for treating tumors using myeloid derived suppressor cells ,Icahn School Of Medicine At Mount Sinai,Shu-Hsia Chen,10/20/2010,10/20/2011,5/31/2016,5/31/2016,https://patents.google.com/patent/US9352006B2/en,https://patentimages.storage.googleapis.com/43/7b/de/b850bde26ac863/US09352006-20160531-D00001.png
US-8859287-B2,Compositions and methods for treatment of cancer using tissue-specific oncolytic adenoviruses ,The Johns Hopkins University,"Ronald Rodriguez, Naser Uddin Hoti",12/2/2009,12/2/2010,10/14/2014,10/14/2014,https://patents.google.com/patent/US8859287B2/en,https://patentimages.storage.googleapis.com/28/1f/af/63d3af7c4e894d/US08859287-20141014-D00001.png
US-10316065-B2,Oncolytic adenoviruses for treating cancer ,"Fundacio Institut D Investigacio Biomedica De Bellvitge (Idibell), Institut Catala D Oncologia","Sònia Guedan Carrió, Manel Maria Cascallo Piqueras, Ramon Alemany Bonastre",5/6/2009,5/5/2010,6/11/2019,6/11/2019,https://patents.google.com/patent/US10316065B2/en,https://patentimages.storage.googleapis.com/91/86/a9/289a563379c181/US10316065-20190611-D00001.png
US-8613915-B2,Attenuated strain of myxoma virus for use as an oncolytic drug ,"Institute National De La Recherche Agronomique, Ecole Nationale Veterinaire Toulouse","Stéphane Bertagnoli, Magalie Gretillat, Jacqueline Gelfi, Christelle Camus-Bouclainville",6/11/2009,6/11/2010,12/24/2013,12/24/2013,https://patents.google.com/patent/US8613915B2/en,https://patentimages.storage.googleapis.com/b0/4f/68/ce3bf6c9f42d5c/US08613915-20131224-D00001.png
US-9889193-B2,Use of a genetically modified infectious measles virus with enhanced pro-apoptotic properties (MV-deltaC virus) in cancer therapy ,"Centre National De La Recherche Scentifique (Cnrs), Insitut National de la Sante et de la Recherche Medicale (INSERM), Institut Pasteur, Universite De Nantes","Frédéric Tangy, Marc Gregoire, Jean-François FONTENEAU, Jean-Baptiste GUILLERME, Chantal Combredet",1/24/2013,1/20/2014,2/13/2018,2/13/2018,https://patents.google.com/patent/US9889193B2/en,https://patentimages.storage.googleapis.com/cc/fb/2a/e4575fc97bb325/US09889193-20180213-D00001.png
US-10335481-B2,Gene-modified measles virus for tumor treatment use ,The University Of Tokyo,"Chieko Kai, Misako Yoneda",9/22/2014,9/19/2015,7/2/2019,7/2/2019,https://patents.google.com/patent/US10335481B2/en,https://patentimages.storage.googleapis.com/12/17/1c/92ee4b9f0c8713/US10335481-20190702-D00001.png
US-10010628-B2,Method for inducing antitumor immunity using Sindbis viral vectors and tumor associated antigens ,New York University,"Daniel Meruelo, Tomer Granot, Yoshihide Yamanashi",9/6/2013,9/5/2014,7/3/2018,7/3/2018,https://patents.google.com/patent/US10010628B2/en,https://patentimages.storage.googleapis.com/c9/5e/d4/8051d9b14a3ddf/US10010628-20180703-D00001.png
US-6777203-B1,Telomerase promoter driving expression of therapeutic gene sequences ,Geron Corporation,"Gregg B. Morin, Serge P. Lichtsteiner, Alain P. Vasserot, Robert R. Adams, William H. Andrews",11/19/1997,2/4/1999,8/17/2004,8/17/2004,https://patents.google.com/patent/US6777203B1/en,https://patentimages.storage.googleapis.com/72/07/ad/2f5f43826fc216/US6777203-drawings-page-3.png
US-8491884-B2,Virus clearance of neoplastic cells from mixed cellular compositions ,Oncolytics Biotech Inc.,"Donald Morris, Bradley G. Thompson, Matthew C. Coffey",5/3/2000,4/6/2011,7/23/2013,7/23/2013,https://patents.google.com/patent/US8491884B2/en,https://patentimages.storage.googleapis.com/2c/7e/64/a6297721e96e58/US08491884-20130723-D00001.png
US-10179154-B2,Chimeric VSV virus compositions and methods of use thereof for treatment of cancer ,Yale University,"Anthony N. van den Pol, Guido Wollmann",11/22/2013,11/24/2014,1/15/2019,1/15/2019,https://patents.google.com/patent/US10179154B2/en,https://patentimages.storage.googleapis.com/b1/bc/d9/0dcc9c8f701f3d/US10179154-20190115-D00001.png
US-8506948-B2,UCB-MSCs comprising a tumor suppressor gene reduce the size of an IL-8 or GRO-αexpressing tumor ,"Medipost Co., Ltd.","Jong Wook Chang, Dal Soo Kim, Yoon-Sun Yang, Won Il OH",8/29/2007,12/8/2009,8/13/2013,8/13/2013,https://patents.google.com/patent/US8506948B2/en,https://patentimages.storage.googleapis.com/eb/a7/24/594448a49169fe/US08506948-20130813-D00001.png
US-10113151-B2,"Composition of viral vectors in lecithin liposomes, preparation method and treatment methods ",The Regents Of The University Of California,"Andrew C. Kummel, Sarah L. Blair, Tony R. Reid, William C. Trogler, Farah Hedjran, Natalie Mendez, Vanessa Herrera",10/29/2012,10/28/2013,10/30/2018,10/30/2018,https://patents.google.com/patent/US10113151B2/en,https://patentimages.storage.googleapis.com/11/54/09/ad11d83959fd5d/US10113151-20181030-D00000.png
US-9713641-B2,Anti-TIGIT antigen-binding proteins and methods of use thereof ,"Potenza Therapeutics, Inc.","Daniel Hicklin, William Winston, Cynthia S. Dugan, Nels P. Nielson",10/1/2015,2/13/2017,7/25/2017,7/25/2017,https://patents.google.com/patent/US9713641B2/en,https://patentimages.storage.googleapis.com/54/80/40/b5d52b04d687c1/US09713641-20170725-D00001.png
US-10238682-B2,Structure and use of 5′ phosphate oligonucleotides ,Rheinische Friedrich-Wilhelms-Universität Bonn,"Gunther Hartmann, Veit Hornung",8/8/2006,11/9/2015,3/26/2019,3/26/2019,https://patents.google.com/patent/US10238682B2/en,https://patentimages.storage.googleapis.com/ea/7e/1f/b47848b07f6248/US10238682-20190326-D00001.png
US-8021662-B2,Microorganisms for therapy ,Genelux Corporation,"Aladar A. Szalay, Tatyana Timiryasova, Yong A. Yu, Qian Zhang",6/18/2003,4/25/2007,9/20/2011,9/20/2011,https://patents.google.com/patent/US8021662B2/en,https://patentimages.storage.googleapis.com/0c/0d/8e/b906534975fb54/US08021662-20110920-D00001.png
US-9539245-B2,Combination of immunotherapies with activators of Tie-2 ,"Aerpio Therapeutics, Inc.",Kevin Peters,8/7/2014,8/6/2015,1/10/2017,1/10/2017,https://patents.google.com/patent/US9539245B2/en,https://patentimages.storage.googleapis.com/c2/d8/40/0a3ac002b45123/US09539245-20170110-D00001.png
US-7063947-B2,System for producing synthetic promoters ,"Promogen, Inc.",Sung Ho Hahm,4/8/2004,4/8/2005,6/20/2006,6/20/2006,https://patents.google.com/patent/US7063947B2/en,https://patentimages.storage.googleapis.com/US7063947B2/US07063947-20060620-D00001.png
US-6713055-B2,Glycosyltransferase vectors for treating cancer ,Geron Corporation,J. Michael Schiff,11/27/2000,11/26/2001,3/30/2004,3/30/2004,https://patents.google.com/patent/US6713055B2/en,https://patentimages.storage.googleapis.com/22/9a/3f/501287f476abb3/US06713055-20040330-D00001.png
US-10253095-B2,Anti-KIR combination treatments and methods ,"Innate Pharma S.A.S., Novo Nordisk A/S","Francois Romagne, Peter Andreas Nicolai Reumert Wagtmann, Joakim Glamann",1/6/2005,7/15/2011,4/9/2019,4/9/2019,https://patents.google.com/patent/US10253095B2/en,https://patentimages.storage.googleapis.com/ef/25/26/dd7103fe0960e1/US10253095-20190409-D00001.png
US-9707285-B2,Vaccination methods ,Turnstone Limited Partnership,"Brian Lichty, Byram Bridle, Yonghong Wan, Jonathan Bramson",3/16/2009,3/16/2010,7/18/2017,7/18/2017,https://patents.google.com/patent/US9707285B2/en,https://patentimages.storage.googleapis.com/66/05/fe/1b1e23e59cc91a/US09707285-20170718-D00001.png
US-9827278-B2,Systemic treatment of metastatic and/or systemically-disseminated cancers using GM-CSF-expressing poxviruses ,"Sillajen Biotherapeutics, Inc.",David Kirn,9/7/2005,10/6/2015,11/28/2017,11/28/2017,https://patents.google.com/patent/US9827278B2/en,https://patentimages.storage.googleapis.com/69/90/6f/af90380c1ee01b/US09827278-20171128-D00001.png
US-7485292-B2,Method of treating a malignancy in a subject via direct picornaviral-mediated oncolysis ,Viralytics Limited,Darren R. Shafren,12/18/2002,12/18/2003,2/3/2009,2/3/2009,https://patents.google.com/patent/US7485292B2/en,https://patentimages.storage.googleapis.com/US7485292B2/US07485292-20090203-D00001.png
US-9364532-B2,Compositions and methods for glioblastoma treatment ,Children's Hospital Of Eastern Ontario Research Institute Inc.,David F. Stojdl,6/8/2011,6/7/2012,6/14/2016,6/14/2016,https://patents.google.com/patent/US9364532B2/en,https://patentimages.storage.googleapis.com/75/84/73/b91fd470115b4a/US09364532-20160614-D00000.png
US-8957047-B2,GLA monotherapy for use in cancer treatment ,Immune Design Corp.,"Carlos V. Paya Cuenca, Jan Henrik Ter Meulen",4/18/2013,4/18/2014,2/17/2015,2/17/2015,https://patents.google.com/patent/US8957047B2/en,https://patentimages.storage.googleapis.com/92/22/ee/124ce72bf79e72/US08957047-20150217-D00001.png
US-10034905-B2,Group B adenovirus modified in the E4orf4 region ,Psioxus Therapeutics Limited,"Leonard Charles William Seymour, Alice Claire Noel BROWN, Brian Robert Champion",4/12/2014,4/13/2015,7/31/2018,7/31/2018,https://patents.google.com/patent/US10034905B2/en,https://patentimages.storage.googleapis.com/8f/e3/82/c30165138e765b/US10034905-20180731-D00001.png
US-8080240-B2,Parvovirus methods and compositions for killing neoplastic cells ,The Penn State Research Foundation,"Craig M. Meyers, Samina Alam",10/21/2004,10/21/2005,12/20/2011,12/20/2011,https://patents.google.com/patent/US8080240B2/en,https://patentimages.storage.googleapis.com/a2/bc/29/965b3f5e013728/US08080240-20111220-D00001.png
US-9073980-B2,Tumor selective E1a and E1b mutants ,The Regents Of The University Of California,"Tony Reid, Farah Hedjran, Shantanu Kumar",3/2/2009,3/2/2010,7/7/2015,7/7/2015,https://patents.google.com/patent/US9073980B2/en,https://patentimages.storage.googleapis.com/71/c6/4f/83fe112ee7f675/US09073980-20150707-D00001.png
US-7378244-B2,Telomerase promoters sequences for screening telomerase modulators ,Geron Corporation,"Gregg B. Morin, Serge Lichtsteiner, Alain Vasserot, Robert Adams, William H. Andrews",10/1/1997,4/25/2006,5/27/2008,5/27/2008,https://patents.google.com/patent/US7378244B2/en,https://patentimages.storage.googleapis.com/US7378244B2/US07378244-20080527-D00001.png
US-9399062-B2,PVRL4 (Nectin4) is a receptor for measles virus ,Christopher D. Richardson,Christopher D. Richardson,1/18/2011,1/17/2012,7/26/2016,7/26/2016,https://patents.google.com/patent/US9399062B2/en,https://patentimages.storage.googleapis.com/b4/70/7a/f919c955faa189/US09399062-20160726-D00000.png
US-9732135-B2,Targeting of human interferon antagonists ,"Vib Vzw, Universiteit Gent, Centre National De La Recherche Scientifique, Université Montpellier 2, Centre Hospitalier Regional Universitaire De Montpellier","Jan Tavernier, Lennart Zabeau, Gilles Uze, Franciane Paul, Yann Bordat, Genevieve Garcin",7/19/2013,7/1/2014,8/15/2017,8/15/2017,https://patents.google.com/patent/US9732135B2/en,https://patentimages.storage.googleapis.com/47/2e/c0/d090ea6c46202c/US09732135-20170815-D00001.png
US-7074618-B2,Adenoviral E1A/E1B complementing cell line ,"Cell Genesys, Inc.","Yuanhao Li, Deborah Farson, Luqun Tao, De-Chao Yu",7/3/2003,5/28/2004,7/11/2006,7/11/2006,https://patents.google.com/patent/US7074618B2/en,https://patentimages.storage.googleapis.com/58/29/6a/86cc0799f46734/US07074618-20060711-D00001.png
US-7223389-B2,Compositions and methods for treatment of cancer ,"Yissum Research Development Company Of The Hebrew University Of Jerusalem, Theravir Management L.P.","Zichria Zakay-Rones, Amos Panet, Charles Irving",9/12/2001,3/11/2004,5/29/2007,5/29/2007,https://patents.google.com/patent/US7223389B2/en,https://patentimages.storage.googleapis.com/US7223389B2/US07223389-20070529-D00001.png
US-7001596-B1,Oncolytic adenovirus ,"Onyx Pharmaceuticals, Inc.","Leisa Johnson, Ali Fattaey, Terry Hermiston",11/15/1999,11/14/2000,2/21/2006,2/21/2006,https://patents.google.com/patent/US7001596B1/en,https://patentimages.storage.googleapis.com/US7001596B1/US07001596-20060221-D00001.png
US-10172894-B2,RNA viruses for immunovirotherapy ,"Deutsches Krebsforschungszentrum, Ruprecht-Karls-Universitaet Heidelberg","Guy UNGERECHTS, Tobias SPECK, Christine Engeland, Sascha Bossow",8/26/2015,8/25/2016,1/8/2019,1/8/2019,https://patents.google.com/patent/US10172894B2/en,https://patentimages.storage.googleapis.com/1d/5e/58/a41ee49baa9508/US10172894-20190108-D00001.png
US-8658778-B2,hTMC promoter and vectors for the tumor-selective and high-efficient expression of cancer therapeutic genes ,"Board Of Regents, The University Of Texas System","Lin X. Ji, Bingliang Fang, Jack A. Roth",3/9/2005,3/9/2006,2/25/2014,2/25/2014,https://patents.google.com/patent/US8658778B2/en,https://patentimages.storage.googleapis.com/e9/ca/15/bdf7ec081f300b/US08658778-20140225-D00001.png
US-9410129-B2,Recombinant serotype 5 (Ad5) adenoviral vectors ,Targovax Oy,"Tuuli Ranki, Akseli HEMMINKI, Vincenzo Cerullo, Anniina Koski",11/25/2011,11/23/2012,8/9/2016,8/9/2016,https://patents.google.com/patent/US9410129B2/en,https://patentimages.storage.googleapis.com/3a/36/ec/a832c84c1685ba/US09410129-20160809-D00001.png
